,gender,age,age_range,race,higher_education,political_party,ideology,trump_approval,monetary_anxiety,fairness_voting,preferential_voting,woman_president_25,universal_healthcare_25,humanity_survival_100,america_survival_100,trump_2020,trump_nuclear,america_vs_russia_50,america_vs_china_50,better_world,political_spectrum_score,likelihood_of_war,time_answered
536,Male,49,45-54,Latino,College degree,DK/REF,Conservative,Strongly Disapprove,Not Very Often,No,Yes,Yes,DK/REF,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World,-1,0,2018-08
537,Female,72,65+,White,Some college,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World,-1,0,2018-08
538,Female,23,18-24,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World,0,0,2018-08
539,Female,61,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,1,2,2018-08
540,Male,51,45-54,White,College degree,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
541,Female,50,45-54,White,Some college,Republican,Conservative,DK/REF,Somewhat Often,"Yes, very confident",DK/REF,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,Yes,Worse World,-1,2,2018-08
542,Male,58,55-64,White,High school or less,Democrat,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World,0,1,2018-08
543,Male,70,65+,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
544,Female,38,35-44,White,College degree,Independent,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,Yes,Yes,Worse World,-1,2,2018-08
545,Female,48,45-54,White,Graduate degree,Independent,Moderate,Somewhat Disapprove,Very Often,No,Yes,Yes,No,Yes,No,Not at all likely,Not at all likely,No,No,Worse World,0,0,2018-08
546,Female,72,65+,White,High school or less,Independent,Moderate,DK/REF,Somewhat Often,No,No,No,No,No,Yes,Not at all likely,Somewhat Likely,Yes,No,Worse World,0,1,2018-08
547,Female,75,65+,White,Some college,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World,0,2,2018-08
548,Female,70,65+,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,1,0,2018-08
549,Female,40,35-44,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,DK/REF,Somewhat Likely,No,No,Worse World,1,0,2018-08
550,Female,85,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",No,No,No,No,No,Not at all likely,Not at all likely,No,No,Worse World,0,0,2018-08
551,Female,65,65+,White,Some college,Independent,Moderate,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,DK/REF,0,0,2018-08
552,Female,22,18-24,White,High school or less,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Better World,-1,1,2018-08
553,Female,59,55-64,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Very Likely,Somewhat Likely,No,No,Better World,1,0,2018-08
554,Male,28,25-34,Other,Some college,Independent,DK/REF,DK/REF,Very Often,DK/REF,DK/REF,Yes,Yes,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World,DK/REF,0,2018-08
555,Female,65,65+,Other,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,0,2,2018-08
556,Male,94,65+,DK/REF,College degree,Independent,Moderate,Somewhat Disapprove,Not Very Often,No,Yes,Yes,Yes,No,Yes,DK/REF,Somewhat Likely,Yes,Yes,Better World,0,2,2018-08
557,Female,77,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,No,DK/REF,Not at all likely,Somewhat Likely,No,No,Worse World,1,0,2018-08
558,Female,68,65+,White,High school or less,Republican,Conservative,Somewhat Approve,DK/REF,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Somewhat Likely,DK/REF,No,No,Better World,-1,0,2018-08
559,Female,75,65+,White,High school or less,Republican,Moderate,Strongly Approve,Very Often,No,Yes,Yes,Yes,DK/REF,Yes,Somewhat Likely,Very Likely,Yes,Yes,Better World,0,2,2018-08
560,Male,91,65+,White,Some college,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,No,Yes,Better World,1,1,2018-08
561,Male,82,65+,DK/REF,Graduate degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,DK/REF,DK/REF,No,Somewhat Likely,Not at all likely,No,No,Better World,-1,0,2018-08
562,Female,66,65+,White,High school or less,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,0,2018-08
563,Female,76,65+,Black,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Very Likely,Yes,Yes,Worse World,1,2,2018-08
564,Female,83,65+,Black,Graduate degree,Democrat,Moderate,DK/REF,Not Very Often,"Yes, somewhat confident",No,DK/REF,No,No,No,Not at all likely,Not at all likely,Yes,No,Worse World,0,1,2018-08
565,Female,89,65+,White,College degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",DK/REF,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,DK/REF,Yes,DK/REF,0,1,2018-08
566,Female,70,65+,White,Some college,Republican,DK/REF,Strongly Approve,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,DK/REF,0,2018-08
567,Female,53,45-54,Latino,Some college,Democrat,DK/REF,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,DK/REF,0,2018-08
568,Other,50,45-54,Asian,College degree,Independent,Moderate,Neither approve nor disapprove,Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,0,0,2018-08
569,Female,58,55-64,Latino,Other,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World,0,0,2018-08
570,Male,51,45-54,White,College degree,Independent,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,0,2018-08
571,Male,50,45-54,Black,High school or less,Democrat,Moderate,DK/REF,Very Often,No,Yes,Yes,Yes,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,0,2,2018-08
572,Female,68,65+,Black,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,No,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World,0,2,2018-08
573,Female,73,65+,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,No,Not at all likely,Very Likely,No,Yes,Worse World,1,1,2018-08
574,Male,48,45-54,White,High school or less,Independent,Moderate,Somewhat Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Worse World,0,1,2018-08
575,Male,65,65+,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
576,Male,56,55-64,White,College degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,DK/REF,Not at all likely,No,No,DK/REF,0,0,2018-08
577,Male,50,45-54,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,0,2018-08
578,Female,80,65+,White,High school or less,Republican,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,No,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Worse World,0,1,2018-08
579,Female,52,45-54,White,Some college,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,No,Yes,Yes,No,Yes,DK/REF,Somewhat Likely,Not at all likely,Yes,Yes,Worse World,0,2,2018-08
580,Female,62,55-64,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,No,No,Not at all likely,Somewhat Likely,Yes,Yes,Better World,0,2,2018-08
581,Female,68,65+,White,Some college,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,0,2018-08
582,Female,60,55-64,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,DK/REF,Somewhat Likely,Somewhat Likely,DK/REF,DK/REF,Worse World,0,0,2018-08
583,Female,60,55-64,White,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
584,Female,88,65+,White,Some college,Democrat,Conservative,Somewhat Disapprove,Not Very Often,No,No,Yes,Yes,No,Yes,Not at all likely,Somewhat Likely,No,No,Better World,-1,0,2018-08
585,Male,50,45-54,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
586,Female,80,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,DK/REF,Yes,Yes,Better World,1,2,2018-08
587,Male,70,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
588,Male,65,65+,White,Some college,Democrat,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,No,No,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
589,Male,78,65+,White,Some college,Republican,Conservative,DK/REF,Not Very Often,"Yes, very confident",No,Yes,No,No,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
590,Female,87,65+,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
591,Female,61,55-64,White,Some college,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
592,Female,65,65+,White,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,DK/REF,DK/REF,No,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
593,Female,66,65+,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,Yes,No,Worse World,1,1,2018-08
594,Male,70,65+,White,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,No,No,Somewhat Likely,Not at all likely,Yes,No,Better World,-1,1,2018-08
595,Female,81,65+,White,High school or less,Independent,Moderate,Neither approve nor disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,No,Not at all likely,Somewhat Likely,Yes,Yes,Worse World,0,2,2018-08
596,Male,58,55-64,Asian,College degree,Independent,Moderate,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,No,DK/REF,DK/REF,Not at all likely,Very Likely,Yes,Yes,Better World,0,2,2018-08
597,Female,75,65+,White,High school or less,Republican,DK/REF,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,No,No,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World,DK/REF,0,2018-08
598,Female,73,65+,White,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World,1,0,2018-08
599,Male,59,55-64,White,College degree,Republican,Moderate,Strongly Disapprove,DK/REF,"Yes, very confident",No,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
600,Female,86,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
601,Female,50,45-54,DK/REF,Some college,Independent,DK/REF,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,DK/REF,DK/REF,Not at all likely,Very Likely,Yes,No,Worse World,DK/REF,1,2018-08
602,Male,70,65+,White,High school or less,Democrat,Conservative,Strongly Approve,Very Often,"Yes, very confident",DK/REF,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
603,Female,70,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,No,Somewhat Likely,Not at all likely,DK/REF,DK/REF,Worse World,1,0,2018-08
604,Female,85,65+,White,High school or less,Independent,Moderate,Somewhat Disapprove,Very Often,"Yes, very confident",DK/REF,No,DK/REF,No,DK/REF,Not at all likely,Very Likely,Yes,No,DK/REF,0,1,2018-08
605,Female,71,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,1,0,2018-08
606,Male,84,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World,0,0,2018-08
607,Male,65,65+,White,High school or less,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,DK/REF,No,Somewhat Likely,Somewhat Likely,DK/REF,No,Worse World,0,0,2018-08
608,Male,24,18-24,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",DK/REF,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World,1,0,2018-08
609,Male,19,18-24,White,High school or less,Republican,Liberal,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,No,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World,1,2,2018-08
610,Male,40,35-44,White,Graduate degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World,0,1,2018-08
611,Male,60,55-64,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World,-1,1,2018-08
612,Other,29,25-34,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,0,2018-08
613,Female,64,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World,1,0,2018-08
614,Female,83,65+,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,0,0,2018-08
615,Male,26,25-34,DK/REF,DK/REF,DK/REF,DK/REF,Strongly Disapprove,DK/REF,No,Yes,Yes,No,No,No,Somewhat Likely,Not at all likely,Yes,Yes,Worse World,DK/REF,2,2018-08
616,Male,59,55-64,White,Graduate degree,Democrat,Moderate,DK/REF,Somewhat Often,"Yes, very confident",DK/REF,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,No,Worse World,0,1,2018-08
617,Male,23,18-24,White,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,DK/REF,-1,1,2018-08
618,Female,39,35-44,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,0,0,2018-08
619,Male,36,35-44,Other,Graduate degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,No,Very Likely,Somewhat Likely,No,Yes,Better World,0,1,2018-08
620,Male,50,45-54,Black,High school or less,Democrat,Liberal,Somewhat Disapprove,Somewhat Often,No,Yes,No,No,No,No,Not at all likely,Somewhat Likely,No,No,Worse World,1,0,2018-08
621,Male,46,45-54,Black,College degree,Independent,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,-1,0,2018-08
622,Male,20,18-24,Latino,High school or less,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,Yes,No,Better World,0,1,2018-08
623,Female,71,65+,White,Graduate degree,Republican,Conservative,Somewhat Approve,Not Very Often,DK/REF,DK/REF,Yes,No,Yes,Yes,DK/REF,Not at all likely,No,No,Worse World,-1,0,2018-08
624,Female,46,45-54,White,College degree,Republican,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,0,0,2018-08
625,Male,66,65+,White,High school or less,Democrat,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,No,No,Yes,Not at all likely,Not at all likely,No,No,Worse World,-1,0,2018-08
626,Female,76,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,DK/REF,Yes,Yes,DK/REF,DK/REF,Not at all likely,Somewhat Likely,No,DK/REF,Worse World,0,0,2018-08
627,Female,52,45-54,White,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Better World,1,0,2018-08
628,Male,33,25-34,White,Graduate degree,Democrat,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,0,0,2018-08
629,Female,55,55-64,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,0,0,2018-08
630,Male,58,55-64,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,No,No,No,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
631,Male,45,45-54,DK/REF,College degree,Independent,Moderate,DK/REF,Somewhat Often,"Yes, very confident",Yes,Yes,No,No,Yes,Somewhat Likely,Not at all likely,No,No,Better World,0,0,2018-08
632,Male,19,18-24,White,Some college,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World,1,0,2018-08
633,Female,24,18-24,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World,0,2,2018-08
634,Female,76,65+,White,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,DK/REF,No,No,DK/REF,1,0,2018-08
635,Female,56,55-64,Black,Other,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Not at all likely,Somewhat Likely,DK/REF,No,Better World,1,0,2018-08
636,Male,75,65+,White,Some college,Independent,Moderate,Somewhat Disapprove,Not Very Often,DK/REF,No,Yes,DK/REF,DK/REF,DK/REF,Somewhat Likely,Not at all likely,DK/REF,DK/REF,DK/REF,0,0,2018-08
637,Male,36,35-44,White,Some college,Democrat,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,No,Yes,Somewhat Likely,Not at all likely,DK/REF,No,Worse World,0,0,2018-08
638,Male,45,45-54,White,College degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World,0,1,2018-08
639,Female,59,55-64,White,College degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,0,0,2018-08
640,Female,63,55-64,White,High school or less,Independent,DK/REF,DK/REF,Somewhat Often,DK/REF,Yes,Yes,Yes,No,No,DK/REF,DK/REF,DK/REF,No,Better World,DK/REF,0,2018-08
641,Female,71,65+,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World,0,0,2018-08
642,Male,72,65+,White,Some college,Independent,DK/REF,DK/REF,Not Very Often,DK/REF,DK/REF,DK/REF,DK/REF,No,Yes,DK/REF,DK/REF,No,DK/REF,DK/REF,DK/REF,0,2018-08
643,Female,69,65+,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
644,Male,60,55-64,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,0,0,2018-08
645,Female,81,65+,White,High school or less,Republican,Conservative,DK/REF,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,DK/REF,No,Better World,-1,0,2018-08
646,Female,32,25-34,White,College degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
647,Male,79,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,No,Very Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
648,Female,40,35-44,White,College degree,Democrat,Conservative,DK/REF,Somewhat Often,"Yes, somewhat confident",No,Yes,DK/REF,Yes,DK/REF,DK/REF,DK/REF,No,No,Better World,-1,0,2018-08
649,Female,88,65+,Black,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,No,No,No,Very Likely,Very Likely,Yes,Yes,Worse World,0,2,2018-08
650,Female,77,65+,White,High school or less,DK/REF,DK/REF,Strongly Approve,Very Often,"Yes, very confident",Yes,No,Yes,Yes,DK/REF,Very Likely,Very Likely,No,No,Worse World,DK/REF,0,2018-08
651,Female,79,65+,Black,High school or less,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,Yes,Not at all likely,Not at all likely,No,No,Better World,0,0,2018-08
652,Female,73,65+,White,High school or less,Independent,Moderate,DK/REF,Not Very Often,No,No,No,No,No,No,Very Likely,Not at all likely,No,No,Worse World,0,0,2018-08
653,Male,99,65+,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",Yes,DK/REF,DK/REF,Yes,Yes,Very Likely,Very Likely,DK/REF,Yes,Better World,0,1,2018-08
654,Male,68,65+,White,Graduate degree,Republican,Liberal,Strongly Disapprove,Very Often,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,1,0,2018-08
655,Female,77,65+,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,DK/REF,No,Worse World,1,0,2018-08
656,Female,72,65+,DK/REF,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,Yes,Better World,1,2,2018-08
657,Male,64,55-64,White,Graduate degree,Republican,Moderate,Somewhat Approve,Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World,0,1,2018-08
658,Female,50,45-54,DK/REF,DK/REF,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World,-1,0,2018-08
659,Male,35,35-44,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,Yes,No,Better World,1,1,2018-08
660,Male,75,65+,White,High school or less,Democrat,Moderate,Somewhat Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,No,No,Not at all likely,Very Likely,No,No,Better World,0,0,2018-08
661,Female,69,65+,White,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World,1,0,2018-08
662,Male,70,65+,DK/REF,High school or less,Independent,Moderate,Strongly Approve,DK/REF,"Yes, very confident",Yes,No,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World,0,0,2018-08
663,Male,53,45-54,White,High school or less,Republican,Moderate,Strongly Approve,Somewhat Often,No,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World,0,1,2018-08
664,Female,51,45-54,White,College degree,Independent,Conservative,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World,-1,0,2018-08
665,Female,70,65+,White,College degree,Republican,Moderate,Strongly Approve,Somewhat Often,DK/REF,DK/REF,Yes,DK/REF,Yes,Yes,Very Likely,Not at all likely,No,DK/REF,Better World,0,0,2018-08
666,Female,88,65+,White,High school or less,DK/REF,Moderate,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World,0,2,2018-08
667,Female,76,65+,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",DK/REF,DK/REF,DK/REF,Yes,DK/REF,DK/REF,DK/REF,No,DK/REF,Worse World,-1,0,2018-08
668,Female,62,55-64,White,DK/REF,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,Yes,Yes,No,Yes,Very Likely,Not at all likely,No,No,Better World,-1,0,2018-08
