,gender,age,age_range,race,higher_education,political_party,ideology,trump_approval,monetary_anxiety,fairness_voting,preferential_voting,woman_president_25,universal_healthcare_25,humanity_survival_100,humanity_survival_1000,america_survival_100,america_survival_1000,trump_2020,trump_nuclear,america_vs_russia_50,america_vs_china_50,better_world
558,Female,68,65+,White,High school or less,Republican,Conservative,Somewhat Approve,DK/REF,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Yes,Yes,Somewhat Likely,DK/REF,No,No,Better World
559,Female,75,65+,White,High school or less,Republican,Moderate,Strongly Approve,Very Often,No,Yes,Yes,Yes,DK/REF,,Yes,No,Somewhat Likely,Very Likely,Yes,Yes,Better World
560,Male,91,65+,White,Some college,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,No,Yes,No,Not at all likely,Very Likely,No,Yes,Better World
561,Male,82,65+,DK/REF,Graduate degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, somewhat confident",DK/REF,Yes,DK/REF,DK/REF,,No,,Somewhat Likely,Not at all likely,No,No,Better World
562,Female,66,65+,White,High school or less,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
563,Female,76,65+,Black,College degree,Democrat,Liberal,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Very Likely,Yes,Yes,Worse World
564,Female,83,65+,Black,Graduate degree,Democrat,Moderate,DK/REF,Not Very Often,"Yes, somewhat confident",No,DK/REF,No,No,,No,,Not at all likely,Not at all likely,Yes,No,Worse World
565,Female,89,65+,White,College degree,Independent,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, very confident",DK/REF,Yes,Yes,Yes,DK/REF,Yes,DK/REF,Not at all likely,Not at all likely,DK/REF,Yes,DK/REF
566,Female,70,65+,White,Some college,Republican,DK/REF,Strongly Approve,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
567,Female,53,45-54,Latino,Some college,Democrat,DK/REF,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
568,Other,50,45-54,Asian,College degree,Independent,Moderate,Neither approve nor disapprove,Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World
569,Female,58,55-64,Latino,Other,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
570,Male,51,45-54,White,College degree,Independent,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,DK/REF,Not at all likely,Not at all likely,No,No,Worse World
571,Male,50,45-54,Black,High school or less,Democrat,Moderate,DK/REF,Very Often,No,Yes,Yes,Yes,No,,No,,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
572,Female,68,65+,Black,High school or less,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,No,,Yes,Yes,Somewhat Likely,Somewhat Likely,Yes,Yes,Worse World
573,Female,73,65+,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,Yes,No,No,No,,No,,Not at all likely,Very Likely,No,Yes,Worse World
574,Male,48,45-54,White,High school or less,Independent,Moderate,Somewhat Approve,Not Very Often,No,No,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Worse World
575,Male,65,65+,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
576,Male,56,55-64,White,College degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,DK/REF,Yes,DK/REF,Yes,DK/REF,DK/REF,Not at all likely,No,No,DK/REF
577,Male,50,45-54,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
578,Female,80,65+,White,High school or less,Republican,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,No,,Yes,No,Somewhat Likely,Somewhat Likely,No,Yes,Worse World
579,Female,52,45-54,White,Some college,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,No,Yes,Yes,No,Yes,No,DK/REF,,Somewhat Likely,Not at all likely,Yes,Yes,Worse World
580,Female,62,55-64,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,No,,No,,Not at all likely,Somewhat Likely,Yes,Yes,Better World
581,Female,68,65+,White,Some college,Independent,Moderate,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World
582,Female,60,55-64,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,DK/REF,,Somewhat Likely,Somewhat Likely,DK/REF,DK/REF,Worse World
583,Female,60,55-64,White,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Better World
584,Female,88,65+,White,Some college,Democrat,Conservative,Somewhat Disapprove,Not Very Often,No,No,Yes,Yes,No,,Yes,DK/REF,Not at all likely,Somewhat Likely,No,No,Better World
585,Male,50,45-54,White,Some college,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
586,Female,80,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,DK/REF,Yes,Yes,Not at all likely,DK/REF,Yes,Yes,Better World
587,Male,70,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
588,Male,65,65+,White,Some college,Democrat,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,No,No,No,,No,,Very Likely,Not at all likely,No,No,Better World
589,Male,78,65+,White,Some college,Republican,Conservative,DK/REF,Not Very Often,"Yes, very confident",No,Yes,No,No,,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World
590,Female,87,65+,White,High school or less,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
591,Female,61,55-64,White,Some college,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,DK/REF,Yes,DK/REF,Not at all likely,Not at all likely,No,No,Better World
592,Female,65,65+,White,Some college,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,DK/REF,DK/REF,No,,Yes,No,Not at all likely,Not at all likely,No,No,Better World
593,Female,66,65+,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,No,Yes,Yes,Not at all likely,Not at all likely,Yes,No,Worse World
594,Male,70,65+,White,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,No,,No,,Somewhat Likely,Not at all likely,Yes,No,Better World
595,Female,81,65+,White,High school or less,Independent,Moderate,Neither approve nor disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,No,No,,Not at all likely,Somewhat Likely,Yes,Yes,Worse World
596,Male,58,55-64,Asian,College degree,Independent,Moderate,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,No,DK/REF,,DK/REF,,Not at all likely,Very Likely,Yes,Yes,Better World
597,Female,75,65+,White,High school or less,Republican,DK/REF,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,No,No,Yes,DK/REF,DK/REF,,Very Likely,Not at all likely,No,No,Better World
598,Female,73,65+,White,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Worse World
599,Male,59,55-64,White,College degree,Republican,Moderate,Strongly Disapprove,DK/REF,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
600,Female,86,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
601,Female,50,45-54,DK/REF,Some college,Independent,DK/REF,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,DK/REF,,DK/REF,,Not at all likely,Very Likely,Yes,No,Worse World
602,Male,70,65+,White,High school or less,Democrat,Conservative,Strongly Approve,Very Often,"Yes, very confident",DK/REF,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Worse World
603,Female,70,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,No,No,Yes,No,No,,Somewhat Likely,Not at all likely,DK/REF,DK/REF,Worse World
604,Female,85,65+,White,High school or less,Independent,Moderate,Somewhat Disapprove,Very Often,"Yes, very confident",DK/REF,No,DK/REF,No,,DK/REF,,Not at all likely,Very Likely,Yes,No,DK/REF
605,Female,71,65+,White,High school or less,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,No,Yes,No,Not at all likely,Not at all likely,No,No,Better World
606,Male,84,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,No,Yes,No,Not at all likely,Somewhat Likely,No,No,Worse World
607,Male,65,65+,White,High school or less,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",No,Yes,No,DK/REF,,No,,Somewhat Likely,Somewhat Likely,DK/REF,No,Worse World
608,Male,24,18-24,White,College degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",DK/REF,Yes,Yes,Yes,Yes,Yes,No,Somewhat Likely,Somewhat Likely,No,No,Better World
609,Male,19,18-24,White,High school or less,Republican,Liberal,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",No,No,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World
610,Male,40,35-44,White,Graduate degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
611,Male,60,55-64,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
612,Other,29,25-34,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World
613,Female,64,55-64,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
614,Female,83,65+,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,DK/REF,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World
615,Male,26,25-34,DK/REF,DK/REF,DK/REF,DK/REF,Strongly Disapprove,DK/REF,No,Yes,Yes,No,No,,No,,Somewhat Likely,Not at all likely,Yes,Yes,Worse World
616,Male,59,55-64,White,Graduate degree,Democrat,Moderate,DK/REF,Somewhat Often,"Yes, very confident",DK/REF,Yes,Yes,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,Yes,No,Worse World
617,Male,23,18-24,White,College degree,Republican,Conservative,Somewhat Approve,Somewhat Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,DK/REF
618,Female,39,35-44,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,DK/REF,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
619,Male,36,35-44,Other,Graduate degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,No,,Very Likely,Somewhat Likely,No,Yes,Better World
620,Male,50,45-54,Black,High school or less,Democrat,Liberal,Somewhat Disapprove,Somewhat Often,No,Yes,No,No,No,,No,,Not at all likely,Somewhat Likely,No,No,Worse World
621,Male,46,45-54,Black,College degree,Independent,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Worse World
622,Male,20,18-24,Latino,High school or less,Independent,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Very Likely,Yes,No,Better World
623,Female,71,65+,White,Graduate degree,Republican,Conservative,Somewhat Approve,Not Very Often,DK/REF,DK/REF,Yes,No,Yes,Yes,Yes,No,DK/REF,Not at all likely,No,No,Worse World
624,Female,46,45-54,White,College degree,Republican,Moderate,Somewhat Approve,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
625,Male,66,65+,White,High school or less,Democrat,Conservative,Strongly Disapprove,Not Very Often,No,No,Yes,No,No,,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
626,Female,76,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,DK/REF,Yes,Yes,DK/REF,,DK/REF,,Not at all likely,Somewhat Likely,No,DK/REF,Worse World
627,Female,52,45-54,White,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,No,DK/REF,Yes,Yes,Yes,No,No,,Somewhat Likely,Somewhat Likely,No,No,Better World
628,Male,33,25-34,White,Graduate degree,Democrat,Moderate,Neither approve nor disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
629,Female,55,55-64,White,Graduate degree,Republican,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,No,No,Better World
630,Male,58,55-64,White,Some college,Republican,Conservative,Strongly Approve,Not Very Often,DK/REF,No,No,No,No,,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World
631,Male,45,45-54,DK/REF,College degree,Independent,Moderate,DK/REF,Somewhat Often,"Yes, very confident",Yes,Yes,No,No,,Yes,DK/REF,Somewhat Likely,Not at all likely,No,No,Better World
632,Male,19,18-24,White,Some college,Independent,Liberal,Strongly Disapprove,Somewhat Often,No,Yes,Yes,No,Yes,Yes,Yes,DK/REF,Not at all likely,Somewhat Likely,No,No,Better World
633,Female,24,18-24,White,College degree,Democrat,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,No,Yes,No,Somewhat Likely,Somewhat Likely,Yes,Yes,Better World
634,Female,76,65+,White,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,Yes,Yes,DK/REF,Yes,DK/REF,Somewhat Likely,DK/REF,No,No,DK/REF
635,Female,56,55-64,Black,Other,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,DK/REF,No,Better World
636,Male,75,65+,White,Some college,Independent,Moderate,Somewhat Disapprove,Not Very Often,DK/REF,No,Yes,DK/REF,DK/REF,,DK/REF,,Somewhat Likely,Not at all likely,DK/REF,DK/REF,DK/REF
637,Male,36,35-44,White,Some college,Democrat,Moderate,Neither approve nor disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,No,No,,Yes,No,Somewhat Likely,Not at all likely,DK/REF,No,Worse World
638,Male,45,45-54,White,College degree,Independent,Moderate,Strongly Approve,Not Very Often,"Yes, somewhat confident",No,Yes,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,Yes,Better World
639,Female,59,55-64,White,College degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Worse World
640,Female,63,55-64,White,High school or less,Independent,DK/REF,DK/REF,Somewhat Often,DK/REF,Yes,Yes,Yes,No,,No,,DK/REF,DK/REF,DK/REF,No,Better World
641,Female,71,65+,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Somewhat Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
642,Male,72,65+,White,Some college,Independent,DK/REF,DK/REF,Not Very Often,DK/REF,DK/REF,DK/REF,DK/REF,No,,Yes,No,DK/REF,DK/REF,No,DK/REF,DK/REF
643,Female,69,65+,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
644,Male,60,55-64,White,College degree,Democrat,Moderate,Strongly Disapprove,Very Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Worse World
645,Female,81,65+,White,High school or less,Republican,Conservative,DK/REF,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,No,Yes,Yes,Somewhat Likely,Not at all likely,DK/REF,No,Better World
646,Female,32,25-34,White,College degree,Republican,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",DK/REF,Yes,No,Yes,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Better World
647,Male,79,65+,White,Graduate degree,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,Yes,No,No,,Very Likely,Not at all likely,No,No,Worse World
648,Female,40,35-44,White,College degree,Democrat,Conservative,DK/REF,Somewhat Often,"Yes, somewhat confident",No,Yes,DK/REF,Yes,DK/REF,DK/REF,,DK/REF,DK/REF,No,No,Better World
649,Female,88,65+,Black,College degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,No,Yes,No,No,,No,,Very Likely,Very Likely,Yes,Yes,Worse World
650,Female,77,65+,White,High school or less,DK/REF,DK/REF,Strongly Approve,Very Often,"Yes, very confident",Yes,No,Yes,Yes,DK/REF,DK/REF,,Very Likely,Very Likely,No,No,Worse World
651,Female,79,65+,Black,High school or less,Democrat,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",Yes,Yes,No,No,,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
652,Female,73,65+,White,High school or less,Independent,Moderate,DK/REF,Not Very Often,No,No,No,No,No,,No,,Very Likely,Not at all likely,No,No,Worse World
653,Male,99,65+,White,College degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",Yes,DK/REF,DK/REF,Yes,No,Yes,No,Very Likely,Very Likely,DK/REF,Yes,Better World
654,Male,68,65+,White,Graduate degree,Republican,Liberal,Strongly Disapprove,Very Often,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
655,Female,77,65+,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,Yes,Yes,DK/REF,Yes,DK/REF,Not at all likely,Somewhat Likely,DK/REF,No,Worse World
656,Female,72,65+,DK/REF,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,No,Yes,No,Not at all likely,Somewhat Likely,Yes,Yes,Better World
657,Male,64,55-64,White,Graduate degree,Republican,Moderate,Somewhat Approve,Very Often,"Yes, very confident",No,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,Yes,Better World
658,Female,50,45-54,DK/REF,DK/REF,Republican,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World
659,Male,35,35-44,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Somewhat Often,"Yes, very confident",Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,No,Better World
660,Male,75,65+,White,High school or less,Democrat,Moderate,Somewhat Approve,Not Very Often,"Yes, very confident",Yes,Yes,Yes,No,,No,,Not at all likely,Very Likely,No,No,Better World
661,Female,69,65+,White,College degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Worse World
662,Male,70,65+,DK/REF,High school or less,Independent,Moderate,Strongly Approve,DK/REF,"Yes, very confident",Yes,No,Yes,Yes,No,Yes,DK/REF,Very Likely,Not at all likely,No,No,Better World
663,Male,53,45-54,White,High school or less,Republican,Moderate,Strongly Approve,Somewhat Often,No,No,Yes,Yes,Yes,No,Yes,No,Very Likely,Not at all likely,No,Yes,Better World
664,Female,51,45-54,White,College degree,Independent,Conservative,Neither approve nor disapprove,Very Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Yes,Yes,Not at all likely,Not at all likely,No,No,Better World
665,Female,70,65+,White,College degree,Republican,Moderate,Strongly Approve,Somewhat Often,DK/REF,DK/REF,Yes,DK/REF,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,DK/REF,Better World
666,Female,88,65+,White,High school or less,DK/REF,Moderate,Somewhat Approve,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,Yes,Better World
667,Female,76,65+,White,High school or less,Independent,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",DK/REF,DK/REF,DK/REF,Yes,DK/REF,DK/REF,,DK/REF,DK/REF,No,DK/REF,Worse World
668,Female,62,55-64,White,DK/REF,Republican,Conservative,Strongly Approve,Very Often,"Yes, very confident",No,Yes,Yes,No,,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
669,Male,69,65+,White,Graduate degree,Independent,Moderate,DK/REF,Not Very Often,No,No,Yes,No,Yes,No,Yes,No,Not at all likely,Not at all likely,Yes,Yes,Worse World
670,Female,73,65+,White,High school or less,Democrat,Moderate,Somewhat Disapprove,Somewhat Often,"Yes, somewhat confident",No,Yes,Yes,Yes,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Worse World
671,Male,66,65+,White,College degree,Republican,Conservative,Strongly Approve,Not Very Often,"Yes, very confident",No,DK/REF,No,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
672,Male,62,55-64,Black,Graduate degree,Republican,Moderate,DK/REF,Very Often,"Yes, somewhat confident",No,Yes,Yes,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Worse World
673,Female,55,55-64,White,High school or less,Independent,Moderate,Strongly Approve,Very Often,"Yes, very confident",No,Yes,Yes,Yes,No,Yes,No,Very Likely,Not at all likely,No,Yes,Worse World
674,Female,77,65+,Asian,Graduate degree,Democrat,DK/REF,Strongly Disapprove,Not Very Often,No,No,Yes,DK/REF,Yes,DK/REF,DK/REF,,Not at all likely,DK/REF,DK/REF,DK/REF,Better World
675,Female,75,65+,White,Some college,Democrat,Moderate,Strongly Disapprove,Very Often,"Yes, very confident",No,Yes,Yes,DK/REF,,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World
676,Male,81,65+,White,Some college,Democrat,Conservative,DK/REF,Not Very Often,No,Yes,No,No,Yes,Yes,Yes,Yes,Somewhat Likely,DK/REF,DK/REF,DK/REF,Better World
677,Female,64,55-64,White,High school or less,Republican,Conservative,Strongly Approve,Somewhat Often,"Yes, somewhat confident",No,DK/REF,Yes,Yes,DK/REF,Yes,DK/REF,Very Likely,DK/REF,No,DK/REF,Better World
678,Male,79,65+,White,High school or less,DK/REF,DK/REF,Somewhat Disapprove,Not Very Often,"Yes, very confident",No,Yes,DK/REF,Yes,Yes,Yes,Yes,Somewhat Likely,Somewhat Likely,No,No,Better World
679,Female,70,65+,Black,High school or less,Republican,Moderate,Somewhat Disapprove,Not Very Often,"Yes, somewhat confident",No,Yes,Yes,DK/REF,,No,,Not at all likely,Not at all likely,No,Yes,Better World
680,Male,62,55-64,White,Some college,Democrat,Liberal,Strongly Disapprove,Somewhat Often,DK/REF,Yes,Yes,Yes,Yes,Yes,DK/REF,,Not at all likely,Somewhat Likely,No,No,Better World
681,Female,97,65+,White,Graduate degree,Democrat,Liberal,DK/REF,Not Very Often,No,Yes,Yes,Yes,DK/REF,,Yes,Yes,Not at all likely,DK/REF,No,DK/REF,DK/REF
682,Male,29,25-34,White,Some college,Independent,Moderate,Neither approve nor disapprove,Somewhat Often,No,No,Yes,Yes,Yes,No,Yes,No,Not at all likely,Not at all likely,No,Yes,Better World
683,Female,64,55-64,White,Graduate degree,Independent,Moderate,Strongly Disapprove,Not Very Often,"Yes, very confident",Yes,Yes,DK/REF,Yes,Yes,Yes,Yes,Not at all likely,Somewhat Likely,Yes,No,Better World
684,Male,43,35-44,White,Graduate degree,Republican,Moderate,Strongly Approve,Not Very Often,"Yes, very confident",No,Yes,Yes,Yes,Yes,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
685,Female,67,65+,White,Graduate degree,Democrat,Moderate,Strongly Disapprove,Not Very Often,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,Yes,No,Better World
686,Female,69,65+,DK/REF,High school or less,Independent,Moderate,Strongly Approve,Not Very Often,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat Likely,Not at all likely,No,No,Better World
687,Male,40,35-44,White,High school or less,Republican,Conservative,Strongly Approve,Not Very Often,No,No,Yes,No,No,,Yes,Yes,Very Likely,Not at all likely,No,No,Better World
688,Male,60,55-64,White,Graduate degree,Independent,Liberal,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,No,Yes,Yes,Yes,Yes,No,Not at all likely,Not at all likely,No,No,Better World
689,Female,71,65+,White,College degree,Republican,Moderate,Strongly Disapprove,Somewhat Often,"Yes, somewhat confident",Yes,Yes,Yes,Yes,DK/REF,Yes,Yes,Somewhat Likely,Somewhat Likely,No,Yes,Better World
690,Male,73,65+,White,College degree,Independent,Conservative,Somewhat Approve,Not Very Often,"Yes, very confident",No,Yes,No,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World
691,Female,70,65+,White,College degree,Independent,Liberal,Strongly Disapprove,Not Very Often,No,No,Yes,No,Yes,No,No,,Somewhat Likely,Somewhat Likely,No,No,Worse World
692,Male,50,45-54,White,Graduate degree,Democrat,Liberal,Strongly Disapprove,Not Very Often,No,DK/REF,Yes,Yes,Yes,No,Yes,No,Not at all likely,Not at all likely,No,No,Worse World
693,Female,55,55-64,Black,College degree,Democrat,Conservative,Strongly Disapprove,Somewhat Often,No,Yes,Yes,Yes,Yes,DK/REF,Yes,DK/REF,Not at all likely,DK/REF,DK/REF,DK/REF,Better World
694,Male,72,65+,White,High school or less,Independent,Moderate,DK/REF,Very Often,"Yes, somewhat confident",Yes,Yes,No,Yes,No,Yes,No,Somewhat Likely,Not at all likely,No,No,Better World
